# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YML003W	YML003W	YML003W	protein_coding	1	0	0	61	0	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	33
YML007C-A	YML007C-A	YML007C-A	protein_coding	0	0	0	53	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	30
YML009C-A	YML009C-A	YML009C-A	protein_coding	1	0	0	56	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	35
YML009W-B	YML009W-B	YML009W-B	protein_coding	0	0	1	60	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	0	24
YML012C-A	YML012C-A	YML012C-A	protein_coding	0	2	2	53	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	2	20
YML018C	YML018C	YML018C	protein_coding	0	7	4	58	0	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	7	28
YML020W	YML020W	YML020W	protein_coding	0	7	4	61	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	7	25
YML031C-A	YML031C-A	YML031C-A	protein_coding	0	1	1	20	0	0	0	0	8	0	0	0	1	0	0	0	1	0	0	0	1	0	12
YML034C-A	YML034C-A	YML034C-A	protein_coding	0	0	1	14	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	8
YML037C	YML037C	YML037C	protein_coding	0	0	1	12	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	6
YML039W	YML039W	YML039W	protein_coding	0	0	0	48	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	40
YML040W	YML040W	YML040W	protein_coding	0	0	0	45	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	40
YML045W	YML045W	YML045W	protein_coding	0	0	0	61	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YML045W-A	YML045W-A	YML045W-A	protein_coding	0	0	0	30	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	26
YML047W-A	YML047W-A	YML047W-A	protein_coding	0	0	3	26	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0	8
YML053C	YML053C	YML053C	protein_coding	0	2	2	37	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	2	10
YML054C-A	YML054C-A	YML054C-A	protein_coding	0	0	0	45	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	22
YML057C-A	YML057C-A	YML057C-A	protein_coding	1	1	0	41	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	1	29
YML079W	YML079W	YML079W	protein_coding	0	1	0	51	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	31
YML082W	YML082W	YML082W	protein_coding	0	7	1	57	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	7	34
YML083C	YML083C	YML083C	protein_coding	0	4	5	56	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	4	25
YML084W	YML084W	YML084W	protein_coding	0	0	4	57	0	0	0	0	28	0	0	0	4	0	0	0	0	0	0	0	0	0	29
YML089C	YML089C	YML089C	protein_coding	0	2	0	72	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	2	33
YML090W	YML090W	YML090W	protein_coding	1	1	2	71	0	0	0	0	34	1	0	0	2	0	0	0	0	0	0	0	0	1	37
YML094C-A	YML094C-A	YML094C-A	protein_coding	0	1	1	80	0	0	0	0	49	0	0	0	1	0	0	0	0	0	0	0	0	1	31
YML096W	YML096W	YML096W	protein_coding	0	12	6	78	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	0	12	53
YML099W-A	YML099W-A	YML099W-A	protein_coding	1	0	2	60	0	0	0	0	49	0	0	0	2	0	0	0	0	0	1	0	0	0	11
YML100W-A	YML100W-A	YML100W-A	protein_coding	0	0	1	29	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	7
YML101C-A	YML101C-A	YML101C-A	protein_coding	0	0	0	25	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	16
YML108W	YML108W	YML108W	protein_coding	0	1	3	60	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	1	38
YML116W-A	YML116W-A	YML116W-A	protein_coding	0	0	3	50	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	0	24
YML119W	YML119W	YML119W	protein_coding	0	0	3	44	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	0	18
YML122C	YML122C	YML122C	protein_coding	0	0	1	25	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	17
YML131W	YML131W	YML131W	protein_coding	0	1	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3
YML133C	YML133C	YML133C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML133W-A	YML133W-A	YML133W-A	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YML133W-B	YML133W-B	YML133W-B	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YML6	YML025C	YML025C	protein_coding	0	1	1	49	0	0	0	0	13	0	0	3	1	0	0	0	0	0	0	0	0	1	33
YMR001C-A	YMR001C-A	YMR001C-A	protein_coding	0	0	1	59	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	35
YMR007W	YMR007W	YMR007W	protein_coding	0	0	1	56	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	35
YMR010W	YMR010W	YMR010W	protein_coding	0	3	1	36	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	3	22
YMR013C-A	YMR013C-A	YMR013C-A	protein_coding	0	0	1	45	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	26
YMR013W-A	YMR013W-A	YMR013W-A	protein_coding	0	0	1	40	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	24
YMR018W	YMR018W	YMR018W	protein_coding	0	4	1	28	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	4	22
YMR027W	YMR027W	YMR027W	protein_coding	0	0	2	14	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	6
YMR030W-A	YMR030W-A	YMR030W-A	protein_coding	1	0	0	14	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	10
YMR031W-A	YMR031W-A	YMR031W-A	protein_coding	0	0	1	17	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	8
YMR034C	YMR034C	YMR034C	protein_coding	0	1	0	15	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	5
YMR045C	YMR045C	YMR045C	protein_coding	0	0	0	41	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	29
YMR046C	YMR046C	YMR046C	protein_coding	0	0	0	30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29
YMR046W-A	YMR046W-A	YMR046W-A	protein_coding	0	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR050C	YMR050C	YMR050C	protein_coding	0	0	0	62	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	33
YMR051C	YMR051C	YMR051C	protein_coding	0	0	0	39	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	33
YMR052C-A	YMR052C-A	YMR052C-A	protein_coding	1	1	1	33	0	0	0	0	18	1	0	0	1	0	0	0	0	0	0	0	0	1	15
YMR057C	YMR057C	YMR057C	protein_coding	0	0	1	40	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	26
YMR074C	YMR074C	YMR074C	protein_coding	0	0	0	20	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YMR075C-A	YMR075C-A	YMR075C-A	protein_coding	0	0	1	17	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	10
YMR082C	YMR082C	YMR082C	protein_coding	0	0	1	20	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	12
YMR084W	YMR084W	YMR084W	protein_coding	0	2	2	51	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	2	13
YMR085W	YMR085W	YMR085W	protein_coding	0	8	3	53	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	0	8	14
YMR086C-A	YMR086C-A	YMR086C-A	protein_coding	1	2	0	78	0	0	0	0	36	1	0	0	0	0	0	0	0	0	0	0	0	2	42
YMR087W	YMR087W	YMR087W	protein_coding	1	7	3	76	0	0	0	0	37	1	0	0	3	0	0	0	0	0	0	0	0	7	39
YMR090W	YMR090W	YMR090W	protein_coding	0	4	0	76	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	4	48
YMR099C	YMR099C	YMR099C	protein_coding	0	1	1	19	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	1	10
YMR1	YJR110W	YJR110W	protein_coding	0	1	0	39	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	30
YMR102C	YMR102C	YMR102C	protein_coding	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YMR103C	YMR103C	YMR103C	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YMR105W-A	YMR105W-A	YMR105W-A	protein_coding	0	0	0	42	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YMR111C	YMR111C	YMR111C	protein_coding	0	6	2	72	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	6	40
YMR114C	YMR114C	YMR114C	protein_coding	0	8	3	69	0	0	0	0	42	0	0	0	3	0	0	0	0	0	0	0	0	8	27
YMR119W-A	YMR119W-A	YMR119W-A	protein_coding	0	0	2	82	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	0	48
YMR122C	YMR122C	YMR122C	protein_coding	0	1	1	77	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	1	54
YMR122W-A	YMR122W-A	YMR122W-A	protein_coding	1	0	0	76	0	0	0	0	53	1	0	0	0	0	0	0	0	1	0	0	0	0	23
YMR130W	YMR130W	YMR130W	protein_coding	0	0	1	7	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	2
YMR135W-A	YMR135W-A	YMR135W-A	protein_coding	0	1	1	16	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	8
YMR141C	YMR141C	YMR141C	protein_coding	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YMR141W-A	YMR141W-A	YMR141W-A	protein_coding	0	0	0	20	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR144W	YMR144W	YMR144W	protein_coding	0	0	0	34	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR147W	YMR147W	YMR147W	protein_coding	0	0	1	64	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	0	28
YMR153C-A	YMR153C-A	YMR153C-A	protein_coding	0	0	0	65	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	30
YMR155W	YMR155W	YMR155W	protein_coding	0	4	2	70	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	4	33
YMR158C-A	YMR158C-A	YMR158C-A	protein_coding	0	1	0	57	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	25
YMR158W-B	YMR158W-B	YMR158W-B	protein_coding	0	0	1	57	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	33
YMR160W	YMR160W	YMR160W	protein_coding	0	6	5	50	0	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	6	35
YMR166C	YMR166C	YMR166C	protein_coding	0	0	1	43	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	12
YMR172C-A	YMR172C-A	YMR172C-A	protein_coding	0	1	0	24	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	16
YMR173W-A	YMR173W-A	YMR173W-A	protein_coding	1	1	13	10	0	0	0	0	4	1	0	0	13	0	0	0	0	0	0	0	0	1	6
YMR175W-A	YMR175W-A	YMR175W-A	protein_coding	0	0	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17
YMR178W	YMR178W	YMR178W	protein_coding	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YMR181C	YMR181C	YMR181C	protein_coding	0	0	0	16	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	11
YMR182W-A	YMR182W-A	YMR182W-A	protein_coding	0	0	0	18	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR187C	YMR187C	YMR187C	protein_coding	0	4	2	22	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	4	17
YMR193C-A	YMR193C-A	YMR193C-A	protein_coding	1	0	3	29	0	0	0	0	12	0	0	0	3	0	0	0	0	0	1	0	0	0	17
YMR194C-A	YMR194C-A	YMR194C-A	protein_coding	0	0	0	36	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	15
YMR196W	YMR196W	YMR196W	protein_coding	0	8	3	33	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	8	19
YMR206W	YMR206W	YMR206W	protein_coding	0	0	1	20	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	9
YMR209C	YMR209C	YMR209C	protein_coding	0	5	3	28	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	5	6
YMR210W	YMR210W	YMR210W	protein_coding	0	1	1	30	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	25
YMR221C	YMR221C	YMR221C	protein_coding	1	2	0	35	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	2	29
YMR226C	YMR226C	YMR226C	protein_coding	0	0	0	34	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YMR230W-A	YMR230W-A	YMR230W-A	protein_coding	0	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11
YMR242W-A	YMR242W-A	YMR242W-A	protein_coding	0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YMR244W	YMR244W	YMR244W	protein_coding	0	0	2	18	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	8
YMR245W	YMR245W	YMR245W	protein_coding	1	0	2	17	0	0	0	0	8	1	0	0	2	0	0	0	0	0	0	0	0	0	9
YMR247W-A	YMR247W-A	YMR247W-A	protein_coding	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YMR252C	YMR252C	YMR252C	protein_coding	0	0	1	18	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	9
YMR253C	YMR253C	YMR253C	protein_coding	0	1	1	16	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	6
YMR254C	YMR254C	YMR254C	protein_coding	0	0	0	17	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YMR262W	YMR262W	YMR262W	protein_coding	0	1	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	10
YMR265C	YMR265C	YMR265C	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR272W-A	YMR272W-A	YMR272W-A	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR272W-B	YMR272W-B	YMR272W-B	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR279C	YMR279C	YMR279C	protein_coding	0	4	1	21	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	4	13
YMR290W-A	YMR290W-A	YMR290W-A	protein_coding	0	0	1	33	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	21
YMR294W-A	YMR294W-A	YMR294W-A	protein_coding	0	0	2	29	0	0	1	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	3
YMR295C	YMR295C	YMR295C	protein_coding	0	2	2	27	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	24
YMR304C-A	YMR304C-A	YMR304C-A	protein_coding	0	0	1	34	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	24
YMR306C-A	YMR306C-A	YMR306C-A	protein_coding	0	0	1	39	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YMR307C-A	YMR307C-A	YMR307C-A	protein_coding	0	0	0	39	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	23
YMR31	YFR049W	YFR049W	protein_coding	0	0	0	21	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14
YMR310C	YMR310C	YMR310C	protein_coding	1	0	1	24	0	0	0	0	11	1	0	0	1	0	0	0	0	0	0	0	0	0	13
YMR315W	YMR315W	YMR315W	protein_coding	0	0	1	54	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	0	13
YMR315W-A	YMR315W-A	YMR315W-A	protein_coding	0	0	1	54	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	0	17
YMR316C-A	YMR316C-A	YMR316C-A	protein_coding	1	0	3	72	0	0	0	0	20	0	0	0	3	0	0	0	0	0	1	0	0	0	52
YMR316C-B	YMR316C-B	YMR316C-B	protein_coding	0	2	2	77	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	2	47
YMR317W	YMR317W	YMR317W	protein_coding	0	11	26	61	0	0	0	0	30	0	0	0	26	0	0	0	0	0	0	0	0	11	31
YMR320W	YMR320W	YMR320W	protein_coding	0	1	0	29	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	25
YMR321C	YMR321C	YMR321C	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YMR324C	YMR324C	YMR324C	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR326C	YMR326C	YMR326C	protein_coding	1	0	3	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1
YND1	YER005W	YER005W	protein_coding	0	1	0	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	3
YNG1	YOR064C	YOR064C	protein_coding	0	2	1	64	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	2	32
YNG2	YHR090C	YHR090C	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YNK1	YKL067W	YKL067W	protein_coding	0	2	3	105	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	2	69
YNL010W	YNL010W	YNL010W	protein_coding	0	0	4	34	0	0	0	0	28	0	0	0	4	0	0	0	0	0	0	0	0	0	6
YNL011C	YNL011C	YNL011C	protein_coding	0	2	0	35	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	30
YNL013C	YNL013C	YNL013C	protein_coding	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11
YNL017C	YNL017C	YNL017C	protein_coding	0	0	3	36	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	0	16
YNL018C	YNL018C	YNL018C	protein_coding	0	5	1	41	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	5	19
YNL019C	YNL019C	YNL019C	protein_coding	0	0	0	50	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	22
YNL024C	YNL024C	YNL024C	protein_coding	0	1	0	70	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	38
YNL028W	YNL028W	YNL028W	protein_coding	0	0	0	63	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	38
YNL033W	YNL033W	YNL033W	protein_coding	0	0	0	58	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	20
YNL034W	YNL034W	YNL034W	protein_coding	0	1	2	47	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	1	17
YNL035C	YNL035C	YNL035C	protein_coding	0	6	7	17	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	6	13
YNL040W	YNL040W	YNL040W	protein_coding	0	5	2	48	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	5	32
YNL042W-B	YNL042W-B	YNL042W-B	protein_coding	0	1	2	60	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	1	26
YNL043C	YNL043C	YNL043C	protein_coding	0	1	0	68	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1	35
YNL046W	YNL046W	YNL046W	protein_coding	0	4	0	54	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	4	24
YNL050C	YNL050C	YNL050C	protein_coding	0	1	2	16	0	0	0	0	7	0	0	1	2	0	0	0	0	0	0	0	0	1	8
YNL054W-A	YNL054W-A	YNL054W-A	protein_coding	0	0	0	28	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YNL054W-B	YNL054W-B	YNL054W-B	pseudogene	0	0	0	37	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YNL057W	YNL057W	YNL057W	protein_coding	0	0	0	27	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	18
YNL058C	YNL058C	YNL058C	protein_coding	0	0	1	26	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	9
YNL067W-A	YNL067W-A	YNL067W-A	protein_coding	1	0	0	48	0	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	8
YNL067W-B	YNL067W-B	YNL067W-B	protein_coding	0	0	0	51	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YNL089C	YNL089C	YNL089C	protein_coding	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YNL092W	YNL092W	YNL092W	protein_coding	0	0	0	18	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YNL095C	YNL095C	YNL095C	protein_coding	0	1	2	20	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	1	8
YNL097C-B	YNL097C-B	YNL097C-B	protein_coding	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12
YNL097W-A	YNL097W-A	YNL097W-A	protein_coding	0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YNL103W-A	YNL103W-A	YNL103W-A	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL108C	YNL108C	YNL108C	protein_coding	0	0	0	17	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL109W	YNL109W	YNL109W	protein_coding	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16
YNL114C	YNL114C	YNL114C	protein_coding	0	0	2	40	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	0	15
YNL115C	YNL115C	YNL115C	protein_coding	0	8	2	49	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	8	20
YNL120C	YNL120C	YNL120C	protein_coding	0	0	1	60	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	40
YNL122C	YNL122C	YNL122C	protein_coding	0	2	1	58	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	2	27
YNL134C	YNL134C	YNL134C	protein_coding	0	1	1	33	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	17
YNL140C	YNL140C	YNL140C	protein_coding	0	0	0	23	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	14
YNL143C	YNL143C	YNL143C	protein_coding	0	0	0	19	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YNL144C	YNL144C	YNL144C	protein_coding	0	2	3	16	0	0	0	0	7	0	1	0	3	0	0	0	0	0	0	0	0	1	9
YNL144W-A	YNL144W-A	YNL144W-A	protein_coding	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YNL146C-A	YNL146C-A	YNL146C-A	protein_coding	0	0	0	18	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YNL146W	YNL146W	YNL146W	protein_coding	0	0	0	19	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9
YNL150W	YNL150W	YNL150W	protein_coding	0	1	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	8
YNL162W-A	YNL162W-A	YNL162W-A	protein_coding	0	1	2	32	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	1	11
YNL165W	YNL165W	YNL165W	protein_coding	0	1	3	17	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	1	8
YNL170W	YNL170W	YNL170W	protein_coding	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YNL171C	YNL171C	YNL171C	protein_coding	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YNL174W	YNL174W	YNL174W	protein_coding	0	0	0	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10
YNL179C	YNL179C	YNL179C	protein_coding	0	0	1	40	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	9
YNL181W	YNL181W	YNL181W	protein_coding	0	4	3	37	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	4	26
YNL184C	YNL184C	YNL184C	protein_coding	0	0	0	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	21
YNL190W	YNL190W	YNL190W	protein_coding	0	1	0	14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	9
YNL193W	YNL193W	YNL193W	protein_coding	0	0	1	15	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	8
YNL194C	YNL194C	YNL194C	protein_coding	0	0	1	19	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	6
YNL195C	YNL195C	YNL195C	protein_coding	0	1	0	22	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	3
YNL198C	YNL198C	YNL198C	protein_coding	0	2	1	49	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	2	16
YNL200C	YNL200C	YNL200C	protein_coding	0	3	0	58	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	3	25
